RocksDB:    version 6.24
Date:       Sat Apr 30 17:23:29 2022
CPU:        8 * Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz
CPUCache:   8192 KB
... finished 6800000 ops                              
long op: 23802 micros                              
... finished 6800000 ops                              
... finished 6800000 ops                              
... finished 6800000 ops                              
... finished 6800000 ops                              
... finished 6800000 ops                              
... finished 6900000 ops                              
long op: 21159 micros                              
... finished 6900000 ops                              
... finished 6900000 ops                              
... finished 6900000 ops                              
... finished 6900000 ops                              
... finished 6900000 ops                              
... finished 6900000 ops                              
... finished 6900000 ops                              
long op: 23806 micros                              
long op: 31784 micros                              
... finished 7000000 ops                              
... finished 7000000 ops                              
... finished 7000000 ops                              
long op: 23816 micros                              
... finished 7000000 ops                              
... finished 7000000 ops                              
... finished 7000000 ops                              
... finished 7000000 ops                              
... finished 7000000 ops                              
long op: 20810 micros                              
... finished 7100000 ops                              
long op: 23951 micros                              
... finished 7100000 ops                              
... finished 7100000 ops                              
... finished 7100000 ops                              
... finished 7100000 ops                              
... finished 7100000 ops                              
... finished 7100000 ops                              
... finished 7100000 ops                              
long op: 23800 micros                              
... finished 7200000 ops                              
... finished 7200000 ops                              
... finished 7200000 ops                              
... finished 7200000 ops                              
... finished 7200000 ops                              
... finished 7200000 ops                              
... finished 7200000 ops                              
long op: 23802 micros                              
... finished 7200000 ops                              
long op: 20092 micros                              
long op: 38900 micros                              
long op: 28124 micros                              
... finished 7300000 ops                              
... finished 7300000 ops                              
... finished 7300000 ops                              
... finished 7300000 ops                              
... finished 7300000 ops                              
... finished 7300000 ops                              
long op: 26091 micros                              
... finished 7300000 ops                              
... finished 7300000 ops                              
long op: 23799 micros                              
long op: 24133 micros                              
long op: 20105 micros                              
... finished 7400000 ops                              
... finished 7400000 ops                              
... finished 7400000 ops                              
... finished 7400000 ops                              
long op: 21612 micros                              
... finished 7400000 ops                              
... finished 7400000 ops                              
... finished 7400000 ops                              
... finished 7400000 ops                              
long op: 22178 micros                              
long op: 22188 micros                              
long op: 24124 micros                              
... finished 7500000 ops                              
... finished 7500000 ops                              
... finished 7500000 ops                              
... finished 7500000 ops                              
... finished 7500000 ops                              
long op: 27552 micros                              
long op: 21041 micros                              
long op: 21061 micros                              
... finished 7500000 ops                              
... finished 7500000 ops                              
... finished 7500000 ops                              
long op: 22245 micros                              
... finished 7600000 ops                              
... finished 7600000 ops                              
... finished 7600000 ops                              
... finished 7600000 ops                              
... finished 7600000 ops                              
... finished 7600000 ops                              
... finished 7600000 ops                              
long op: 24244 micros                              
long op: 20132 micros                              
... finished 7600000 ops                              
long op: 36240 micros                              
... finished 7700000 ops                              
... finished 7700000 ops                              
... finished 7700000 ops                              
... finished 7700000 ops                              
long op: 23776 micros                              
... finished 7700000 ops                              
... finished 7700000 ops                              
... finished 7700000 ops                              
... finished 7700000 ops                              
long op: 20073 micros                              
long op: 22760 micros                              
... finished 7800000 ops                              
... finished 7800000 ops                              
long op: 20677 micros                              
... finished 7800000 ops                              
... finished 7800000 ops                              
... finished 7800000 ops                              
... finished 7800000 ops                              
... finished 7800000 ops                              
... finished 7800000 ops                              
long op: 20122 micros                              
long op: 20132 micros                              
long op: 20840 micros                              
... finished 7900000 ops                              
... finished 7900000 ops                              
... finished 7900000 ops                              
... finished 7900000 ops                              
... finished 7900000 ops                              
... finished 7900000 ops                              
... finished 7900000 ops                              
... finished 7900000 ops                              
long op: 23809 micros                              
long op: 22025 micros                              
long op: 22032 micros                              
... finished 8000000 ops                              
... finished 8000000 ops                              
long op: 23808 micros                              
... finished 8000000 ops                              
... finished 8000000 ops                              
... finished 8000000 ops                              
... finished 8000000 ops                              
... finished 8000000 ops                              
... finished 8000000 ops                              
long op: 20137 micros                              
long op: 20138 micros                              
... finished 8100000 ops                              
... finished 8100000 ops                              
... finished 8100000 ops                              
... finished 8100000 ops                              
long op: 20059 micros                              
... finished 8100000 ops                              
... finished 8100000 ops                              
... finished 8100000 ops                              
... finished 8100000 ops                              
long op: 24880 micros                              
long op: 22150 micros                              
... finished 8200000 ops                              
... finished 8200000 ops                              
long op: 20122 micros                              
... finished 8200000 ops                              
... finished 8200000 ops                              
... finished 8200000 ops                              
... finished 8200000 ops                              
... finished 8200000 ops                              
long op: 21579 micros                              
... finished 8200000 ops                              
long op: 20091 micros                              
long op: 21417 micros                              
long op: 39799 micros                              
long op: 20133 micros                              
... finished 8300000 ops                              
... finished 8300000 ops                              
... finished 8300000 ops                              
... finished 8300000 ops                              
... finished 8300000 ops                              
... finished 8300000 ops                              
... finished 8300000 ops                              
... finished 8300000 ops                              
long op: 21297 micros                              
long op: 20099 micros                              
... finished 8400000 ops                              
... finished 8400000 ops                              
long op: 20618 micros                              
... finished 8400000 ops                              
... finished 8400000 ops                              
... finished 8400000 ops                              
... finished 8400000 ops                              
... finished 8400000 ops                              
long op: 23976 micros                              
... finished 8400000 ops                              
... finished 8500000 ops                              
... finished 8500000 ops                              
... finished 8500000 ops                              
... finished 8500000 ops                              
long op: 20371 micros                              
long op: 24119 micros                              
long op: 20130 micros                              
... finished 8500000 ops                              
... finished 8500000 ops                              
... finished 8500000 ops                              
... finished 8500000 ops                              
long op: 24307 micros                              
long op: 22358 micros                              
long op: 23957 micros                              
long op: 21230 micros                              
long op: 24101 micros                              
long op: 20112 micros                              
... finished 8600000 ops                              
... finished 8600000 ops                              
long op: 20116 micros                              
... finished 8600000 ops                              
... finished 8600000 ops                              
... finished 8600000 ops                              
... finished 8600000 ops                              
... finished 8600000 ops                              
long op: 23809 micros                              
long op: 20125 micros                              
... finished 8600000 ops                              
long op: 20781 micros                              
long op: 20136 micros                              
... finished 8700000 ops                              
... finished 8700000 ops                              
... finished 8700000 ops                              
... finished 8700000 ops                              
... finished 8700000 ops                              
... finished 8700000 ops                              
... finished 8700000 ops                              
... finished 8700000 ops                              
long op: 23790 micros                              
long op: 23812 micros                              
long op: 20131 micros                              
long op: 20268 micros                              
... finished 8800000 ops                              
... finished 8800000 ops                              
... finished 8800000 ops                              
... finished 8800000 ops                              
... finished 8800000 ops                              
... finished 8800000 ops                              
long op: 24129 micros                              
... finished 8800000 ops                              
... finished 8800000 ops                              
long op: 27729 micros                              
long op: 28124 micros                              
long op: 23719 micros                              
... finished 8900000 ops                              
... finished 8900000 ops                              
... finished 8900000 ops                              
... finished 8900000 ops                              
... finished 8900000 ops                              
... finished 8900000 ops                              
... finished 8900000 ops                              
... finished 8900000 ops                              
long op: 24058 micros                              
long op: 24804 micros                              
long op: 20121 micros                              
long op: 23246 micros                              
long op: 23230 micros                              
... finished 9000000 ops                              
... finished 9000000 ops                              
... finished 9000000 ops                              
... finished 9000000 ops                              
... finished 9000000 ops                              
... finished 9000000 ops                              
... finished 9000000 ops                              
... finished 9000000 ops                              
long op: 22097 micros                              
long op: 22222 micros                              
... finished 9100000 ops                              
... finished 9100000 ops                              
... finished 9100000 ops                              
... finished 9100000 ops                              
... finished 9100000 ops                              
... finished 9100000 ops                              
... finished 9100000 ops                              
long op: 31802 micros                              
... finished 9100000 ops                              
long op: 20680 micros                              
long op: 23969 micros                              
... finished 9200000 ops                              
... finished 9200000 ops                              
... finished 9200000 ops                              
... finished 9200000 ops                              
... finished 9200000 ops                              
... finished 9200000 ops                              
... finished 9200000 ops                              
... finished 9200000 ops                              
long op: 23794 micros                              
long op: 22095 micros                              
long op: 22101 micros                              
long op: 20128 micros                              
... finished 9300000 ops                              
... finished 9300000 ops                              
... finished 9300000 ops                              
... finished 9300000 ops                              
... finished 9300000 ops                              
... finished 9300000 ops                              
... finished 9300000 ops                              
long op: 24120 micros                              
... finished 9300000 ops                              
long op: 23678 micros                              
long op: 24129 micros                              
long op: 20121 micros                              
long op: 20117 micros                              
long op: 23787 micros                              
... finished 9400000 ops                              
... finished 9400000 ops                              
... finished 9400000 ops                              
... finished 9400000 ops                              
... finished 9400000 ops                              
... finished 9400000 ops                              
... finished 9400000 ops                              
... finished 9400000 ops                              
long op: 20073 micros                              
long op: 22858 micros                              
... finished 9500000 ops                              
... finished 9500000 ops                              
long op: 24605 micros                              
... finished 9500000 ops                              
... finished 9500000 ops                              
... finished 9500000 ops                              
... finished 9500000 ops                              
... finished 9500000 ops                              
... finished 9500000 ops                              
long op: 35805 micros                              
... finished 9600000 ops                              
... finished 9600000 ops                              
... finished 9600000 ops                              
... finished 9600000 ops                              
long op: 22538 micros                              
... finished 9600000 ops                              
... finished 9600000 ops                              
... finished 9600000 ops                              
... finished 9600000 ops                              
long op: 24044 micros                              
long op: 22205 micros                              
... finished 9700000 ops                              
... finished 9700000 ops                              
... finished 9700000 ops                              
... finished 9700000 ops                              
... finished 9700000 ops                              
... finished 9700000 ops                              
... finished 9700000 ops                              
long op: 21676 micros                              
... finished 9700000 ops                              
long op: 21879 micros                              
long op: 21777 micros                              
... finished 9800000 ops                              
... finished 9800000 ops                              
... finished 9800000 ops                              
... finished 9800000 ops                              
long op: 23800 micros                              
... finished 9800000 ops                              
... finished 9800000 ops                              
... finished 9800000 ops                              
... finished 9800000 ops                              
long op: 20629 micros                              
long op: 38562 micros                              
... finished 9900000 ops                              
... finished 9900000 ops                              
long op: 23776 micros                              
... finished 9900000 ops                              
... finished 9900000 ops                              
... finished 9900000 ops                              
... finished 9900000 ops                              
... finished 9900000 ops                              
... finished 9900000 ops                              
long op: 23961 micros                              
long op: 31806 micros                              
... finished 10000000 ops                              
... finished 10000000 ops                              
... finished 10000000 ops                              
... finished 10000000 ops                              
... finished 10000000 ops                              
... finished 10000000 ops                              
... finished 10000000 ops                              
... finished 10000000 ops                              
... finished 10100000 ops                              
... finished 10100000 ops                              
... finished 10100000 ops                              
... finished 10100000 ops                              
... finished 10100000 ops                              
... finished 10100000 ops                              
... finished 10100000 ops                              
... finished 10100000 ops                              
long op: 20392 micros                              
long op: 24735 micros                              
long op: 25320 micros                              
... finished 10200000 ops                              
... finished 10200000 ops                              
... finished 10200000 ops                              
long op: 20130 micros                              
... finished 10200000 ops                              
... finished 10200000 ops                              
... finished 10200000 ops                              
... finished 10200000 ops                              
... finished 10200000 ops                              
long op: 24137 micros                              
long op: 28106 micros                              
long op: 20102 micros                              
long op: 28124 micros                              
... finished 10300000 ops                              
long op: 21961 micros                              
... finished 10300000 ops                              
... finished 10300000 ops                              
... finished 10300000 ops                              
... finished 10300000 ops                              
... finished 10300000 ops                              
... finished 10300000 ops                              
... finished 10300000 ops                              
long op: 40119 micros                              
long op: 20078 micros                              
... finished 10400000 ops                              
... finished 10400000 ops                              
... finished 10400000 ops                              
long op: 23814 micros                              
... finished 10400000 ops                              
... finished 10400000 ops                              
... finished 10400000 ops                              
... finished 10400000 ops                              
... finished 10400000 ops                              
long op: 20118 micros                              
long op: 24132 micros                              
long op: 28154 micros                              
... finished 10500000 ops                              
... finished 10500000 ops                              
... finished 10500000 ops                              
... finished 10500000 ops                              
... finished 10500000 ops                              
... finished 10500000 ops                              
long op: 31796 micros                              
... finished 10500000 ops                              
... finished 10500000 ops                              
long op: 32128 micros                              
... finished 10600000 ops                              
... finished 10600000 ops                              
... finished 10600000 ops                              
long op: 23843 micros                              
... finished 10600000 ops                              
... finished 10600000 ops                              
... finished 10600000 ops                              
... finished 10600000 ops                              
... finished 10600000 ops                              
long op: 20128 micros                              
long op: 32127 micros                              
long op: 24124 micros                              
long op: 28121 micros                              
... finished 10700000 ops                              
long op: 32125 micros                              
... finished 10700000 ops                              
... finished 10700000 ops                              
... finished 10700000 ops                              
... finished 10700000 ops                              
... finished 10700000 ops                              
... finished 10700000 ops                              
... finished 10700000 ops                              
long op: 23769 micros                              
long op: 24075 micros                              
long op: 26585 micros                              
... finished 10800000 ops                              
... finished 10800000 ops                              
... finished 10800000 ops                              
long op: 23799 micros                              
... finished 10800000 ops                              
... finished 10800000 ops                              
... finished 10800000 ops                              
... finished 10800000 ops                              
... finished 10800000 ops                              
long op: 20120 micros                              
... finished 10900000 ops                              
long op: 23953 micros                              
... finished 10900000 ops                              
... finished 10900000 ops                              
... finished 10900000 ops                              
... finished 10900000 ops                              
... finished 10900000 ops                              
... finished 10900000 ops                              
... finished 10900000 ops                              
long op: 24083 micros                              
long op: 20673 micros                              
long op: 23792 micros                              
... finished 11000000 ops                              
... finished 11000000 ops                              
... finished 11000000 ops                              
long op: 21475 micros                              
long op: 20220 micros                              
long op: 20214 micros                              
long op: 20134 micros                              
... finished 11000000 ops                              
... finished 11000000 ops                              
... finished 11000000 ops                              
... finished 11000000 ops                              
... finished 11000000 ops                              
long op: 23831 micros                              
long op: 32135 micros                              
long op: 22563 micros                              
... finished 11100000 ops                              
... finished 11100000 ops                              
... finished 11100000 ops                              
... finished 11100000 ops                              
... finished 11100000 ops                              
... finished 11100000 ops                              
long op: 25587 micros                              
long op: 24116 micros                              
... finished 11100000 ops                              
... finished 11100000 ops                              
long op: 20118 micros                              
long op: 20111 micros                              
long op: 27682 micros                              
... finished 11200000 ops                              
... finished 11200000 ops                              
... finished 11200000 ops                              
long op: 23798 micros                              
... finished 11200000 ops                              
... finished 11200000 ops                              
... finished 11200000 ops                              
... finished 11200000 ops                              
... finished 11200000 ops                              
long op: 21973 micros                              
long op: 23801 micros                              
long op: 24142 micros                              
... finished 11300000 ops                              
long op: 24149 micros                              
... finished 11300000 ops                              
... finished 11300000 ops                              
... finished 11300000 ops                              
... finished 11300000 ops                              
... finished 11300000 ops                              
long op: 23942 micros                              
... finished 11300000 ops                              
... finished 11300000 ops                              
long op: 42886 micros                              
long op: 40123 micros                              
long op: 23794 micros                              
... finished 11400000 ops                              
... finished 11400000 ops                              
... finished 11400000 ops                              
long op: 22067 micros                              
... finished 11400000 ops                              
... finished 11400000 ops                              
... finished 11400000 ops                              
... finished 11400000 ops                              
... finished 11400000 ops                              
long op: 27796 micros                              
... finished 11500000 ops                              
long op: 28128 micros                              
... finished 11500000 ops                              
... finished 11500000 ops                              
... finished 11500000 ops                              
... finished 11500000 ops                              
... finished 11500000 ops                              
long op: 35316 micros                              
... finished 11500000 ops                              
... finished 11500000 ops                              
long op: 21143 micros                              
long op: 27520 micros                              
... finished 11600000 ops                              
... finished 11600000 ops                              
... finished 11600000 ops                              
... finished 11600000 ops                              
... finished 11600000 ops                              
... finished 11600000 ops                              
... finished 11600000 ops                              
... finished 11600000 ops                              
long op: 28102 micros                              
long op: 22035 micros                              
long op: 24117 micros                              
long op: 27086 micros                              
... finished 11700000 ops                              
long op: 24060 micros                              
... finished 11700000 ops                              
... finished 11700000 ops                              
... finished 11700000 ops                              
long op: 36130 micros                              
long op: 20113 micros                              
... finished 11700000 ops                              
... finished 11700000 ops                              
... finished 11700000 ops                              
... finished 11700000 ops                              
long op: 20112 micros                              
... finished 11800000 ops                              
... finished 11800000 ops                              
... finished 11800000 ops                              
... finished 11800000 ops                              
... finished 11800000 ops                              
... finished 11800000 ops                              
... finished 11800000 ops                              
long op: 20990 micros                              
long op: 24189 micros                              
long op: 22929 micros                              
... finished 11800000 ops                              
long op: 35463 micros                              
... finished 11900000 ops                              
long op: 20084 micros                              
... finished 11900000 ops                              
... finished 11900000 ops                              
... finished 11900000 ops                              
... finished 11900000 ops                              
... finished 11900000 ops                              
... finished 11900000 ops                              
... finished 11900000 ops                              
long op: 22757 micros                              
long op: 20770 micros                              
long op: 23779 micros                              
long op: 29104 micros                              
... finished 12000000 ops                              
... finished 12000000 ops                              
... finished 12000000 ops                              
... finished 12000000 ops                              
... finished 12000000 ops                              
... finished 12000000 ops                              
... finished 12000000 ops                              
long op: 21973 micros                              
... finished 12000000 ops                              
long op: 24028 micros                              
long op: 23134 micros                              
long op: 20129 micros                              
... finished 12100000 ops                              
long op: 24668 micros                              
long op: 22655 micros                              
... finished 12100000 ops                              
... finished 12100000 ops                              
... finished 12100000 ops                              
... finished 12100000 ops                              
... finished 12100000 ops                              
... finished 12100000 ops                              
... finished 12100000 ops                              
long op: 20825 micros                              
long op: 23812 micros                              
... finished 12200000 ops                              
... finished 12200000 ops                              
... finished 12200000 ops                              
long op: 20119 micros                              
long op: 24118 micros                              
long op: 20117 micros                              
... finished 12200000 ops                              
... finished 12200000 ops                              
... finished 12200000 ops                              
... finished 12200000 ops                              
long op: 20124 micros                              
... finished 12200000 ops                              
long op: 23828 micros                              
... finished 12300000 ops                              
long op: 23804 micros                              
... finished 12300000 ops                              
... finished 12300000 ops                              
... finished 12300000 ops                              
... finished 12300000 ops                              
... finished 12300000 ops                              
long op: 23007 micros                              
long op: 23036 micros                              
... finished 12300000 ops                              
... finished 12300000 ops                              
long op: 25257 micros                              
long op: 22651 micros                              
... finished 12400000 ops                              
... finished 12400000 ops                              
... finished 12400000 ops                              
long op: 27805 micros                              
... finished 12400000 ops                              
... finished 12400000 ops                              
... finished 12400000 ops                              
... finished 12400000 ops                              
long op: 20188 micros                              
... finished 12400000 ops                              
long op: 23824 micros                              
... finished 12500000 ops                              
... finished 12500000 ops                              
... finished 12500000 ops                              
... finished 12500000 ops                              
... finished 12500000 ops                              
... finished 12500000 ops                              
... finished 12500000 ops                              
... finished 12500000 ops                              
long op: 24551 micros                              
... finished 12600000 ops                              
... finished 12600000 ops                              
long op: 28131 micros                              
... finished 12600000 ops                              
... finished 12600000 ops                              
... finished 12600000 ops                              
... finished 12600000 ops                              
... finished 12600000 ops                              
... finished 12600000 ops                              
long op: 20128 micros                              
long op: 23788 micros                              
... finished 12700000 ops                              
long op: 27803 micros                              
... finished 12700000 ops                              
... finished 12700000 ops                              
... finished 12700000 ops                              
... finished 12700000 ops                              
... finished 12700000 ops                              
... finished 12700000 ops                              
... finished 12700000 ops                              
long op: 32143 micros                              
long op: 21470 micros                              
... finished 12800000 ops                              
... finished 12800000 ops                              
long op: 23782 micros                              
... finished 12800000 ops                              
... finished 12800000 ops                              
... finished 12800000 ops                              
... finished 12800000 ops                              
... finished 12800000 ops                              
long op: 21837 micros                              
long op: 23801 micros                              
long op: 20130 micros                              
... finished 12800000 ops                              
long op: 23790 micros                              
... finished 12900000 ops                              
... finished 12900000 ops                              
... finished 12900000 ops                              
long op: 35572 micros                              
... finished 12900000 ops                              
... finished 12900000 ops                              
... finished 12900000 ops                              
... finished 12900000 ops                              
... finished 12900000 ops                              
long op: 20073 micros                              
long op: 29688 micros                              
long op: 23756 micros                              
long op: 20112 micros                              
long op: 24845 micros                              
... finished 13000000 ops                              
... finished 13000000 ops                              
... finished 13000000 ops                              
... finished 13000000 ops                              
... finished 13000000 ops                              
... finished 13000000 ops                              
... finished 13000000 ops                              
long op: 23803 micros                              
... finished 13000000 ops                              
long op: 23802 micros                              
long op: 27798 micros                              
... finished 13100000 ops                              
long op: 20119 micros                              
... finished 13100000 ops                              
... finished 13100000 ops                              
... finished 13100000 ops                              
... finished 13100000 ops                              
... finished 13100000 ops                              
... finished 13100000 ops                              
... finished 13100000 ops                              
long op: 23783 micros                              
long op: 20119 micros                              
long op: 23873 micros                              
... finished 13200000 ops                              
long op: 23251 micros                              
... finished 13200000 ops                              
... finished 13200000 ops                              
... finished 13200000 ops                              
... finished 13200000 ops                              
... finished 13200000 ops                              
long op: 36127 micros                              
... finished 13200000 ops                              
... finished 13200000 ops                              
long op: 29606 micros                              
... finished 13300000 ops                              
... finished 13300000 ops                              
... finished 13300000 ops                              
long op: 24118 micros                              
long op: 20149 micros                              
... finished 13300000 ops                              
... finished 13300000 ops                              
... finished 13300000 ops                              
... finished 13300000 ops                              
... finished 13300000 ops                              
long op: 23780 micros                              
... finished 13400000 ops                              
long op: 21403 micros                              
... finished 13400000 ops                              
... finished 13400000 ops                              
... finished 13400000 ops                              
... finished 13400000 ops                              
... finished 13400000 ops                              
... finished 13400000 ops                              
... finished 13400000 ops                              
long op: 23807 micros                              
long op: 24116 micros                              
... finished 13500000 ops                              
... finished 13500000 ops                              
... finished 13500000 ops                              
long op: 20121 micros                              
... finished 13500000 ops                              
... finished 13500000 ops                              
... finished 13500000 ops                              
... finished 13500000 ops                              
... finished 13500000 ops                              
long op: 36135 micros                              
... finished 13600000 ops                              
... finished 13600000 ops                              
... finished 13600000 ops                              
... finished 13600000 ops                              
... finished 13600000 ops                              
... finished 13600000 ops                              
long op: 38552 micros                              
... finished 13600000 ops                              
... finished 13600000 ops                              
long op: 27519 micros                              
... finished 13700000 ops                              
... finished 13700000 ops                              
... finished 13700000 ops                              
long op: 23799 micros                              
... finished 13700000 ops                              
... finished 13700000 ops                              
... finished 13700000 ops                              
... finished 13700000 ops                              
... finished 13700000 ops                              
long op: 23798 micros                              
long op: 28131 micros                              
long op: 23904 micros                              
long op: 28118 micros                              
... finished 13800000 ops                              
... finished 13800000 ops                              
... finished 13800000 ops                              
... finished 13800000 ops                              
... finished 13800000 ops                              
... finished 13800000 ops                              
long op: 27940 micros                              
... finished 13800000 ops                              
... finished 13800000 ops                              
long op: 23822 micros                              
long op: 23943 micros                              
long op: 35583 micros                              
... finished 13900000 ops                              
... finished 13900000 ops                              
... finished 13900000 ops                              
... finished 13900000 ops                              
... finished 13900000 ops                              
... finished 13900000 ops                              
